FONTE MARCA;Nº DE SERIE;ENVIO DO CHAMADO;DATA DE ABERTURA;LOCAL DA RETIRADA;STATUS
AOC;HND4AIA004128;;07/08/2026;;CHAMADO ABERTO
AOC;KCYG7XA002287;;07/08/2026;;CHAMADO ABERTO
AOC;KCYG7XA002311;;07/08/2026;;CHAMADO ABERTO
AOC;KCYG7XA002407;;07/08/2026;;CHAMADO ABERTO
AOC;HND4AIA004091;;07/08/2026;;CHAMADO ABERTO
AOC;KCYG8XA018058;;07/08/2026;;CHAMADO ABERTO
LG;204PNY0R255;;07/08/2026;;CHAMADO ABERTO
LG;204SPNY0P967;;07/08/2026;;CHAMADO ABERTO
